;"incorrect_sentence";"correct_sentences";"topics";"entered"
950;"I try to enjoy.";"I try to enjoy it.
I try to enjoy myself.";"It / Pronouns";"2024-08-07 09:08:26.969035"
951;"Is very similar in my state.";"It's very similar in my state.";"It / Pronouns";"2024-08-07 09:08:26.969035"
952;"Is very cheap compared to Brazil.";"It's very cheap compared to Brazil.";"It / Pronouns";"2024-08-07 09:08:26.969035"
953;"I enjoyed a lot.";"I enjoyed it a lot.";"It / Pronouns";"2024-08-07 09:08:26.969035"
954;"Is a good story.";"It's a good story.";"It / Pronouns";"2024-08-07 09:08:26.969035"
955;"Was filmed in Germany in 2007.";"It was filmed in Germany in 2007.";"It / Pronouns";"2024-08-07 09:08:26.969035"
956;"Depends on my mood.";"It depends on my mood.";"It / Pronouns";"2024-08-07 09:08:26.969035"
957;"I think is normal.";"I think it's normal.";"It / Pronouns";"2024-08-07 09:08:26.969035"
958;"Today is more common to use your cell phone.";"Today it's more common to use your cell phone.";"It / Pronouns";"2024-08-07 09:08:26.969035"
959;"I don't know if I'm a cat person because I've never had.";"I don't know if I'm a cat person because I've never had one.";"It / Pronouns";"2024-08-07 09:08:26.969035"
960;"I think is very important.";"I think it's very important.";"It / Pronouns";"2024-08-07 09:08:26.969035"
961;"Is very strange for me.";"It's very strange for me.";"It / Pronouns";"2024-08-07 09:08:26.969035"
962;"Is not a big place.";"It's not a big place.";"It / Pronouns";"2024-08-07 09:08:26.969035"
963;"Is not a good thing.";"It's not a good thing.";"It / Pronouns";"2024-08-07 09:08:26.969035"
964;"I love wear skirts and dresses.";"I love wearing skirts and dresses.";"Gerunds";"2024-08-07 09:08:26.969035"
965;"That's the lifestyle that I dream have.";"That's the lifestyle that I dream of having.";"Gerunds";"2024-08-07 09:08:26.969035"
966;"If I saw someone stealing a car, I'd start scream and try to stop them.";"If I saw someone stealing a car, I'd start screaming and try to stop them.";"Gerunds";"2024-08-07 09:08:26.969035"
967;"The most difficult thing is make the beds.";"The most difficult thing is making the beds.";"Gerunds";"2024-08-07 09:08:26.969035"
968;"I'm thinking to send something to him.";"I'm thinking of sending something to him.";"Gerunds";"2024-08-07 09:08:26.969035"
969;"He helped them without say anything.";"He helped them without saying anything.";"Gerunds";"2024-08-07 09:08:26.969035"
970;"My wife loves go into the shops and look.";"My wife loves going into the shops and looking.";"Gerunds";"2024-08-07 09:08:26.969035"
971;"I don't like cook.";"I don't like cooking.";"Gerunds";"2024-08-07 09:08:26.969035"
972;"Where are you thinking to go?";"Where are you thinking of going?";"Gerunds";"2024-08-07 09:08:26.969035"
973;"I searched for information about do an exchange there.";"I searched for information about doing an exchange there.";"Gerunds";"2024-08-07 09:08:26.969035"
974;"It's cheaper than come to Europe.";"It's cheaper than coming to Europe.";"Gerunds";"2024-08-07 09:08:26.969035"
975;"Sometimes we think about sell our house.";"Sometimes we think about selling our house.";"Gerunds";"2024-08-07 09:08:26.969035"
976;"Do you prefer cook or eating?";"Do you prefer cooking or eating?";"Gerunds";"2024-08-07 09:08:26.969035"
977;"I always spend a lot of money to try to improve my skin.";"I always spend a lot of money trying to improve my skin.";"Gerunds";"2024-08-07 09:08:26.969035"
978;"I promised myself I would stop drink.";"I promised myself I would stop drinking.";"Gerunds";"2024-08-07 09:08:26.969035"
979;"He stopped to smoke after ten years.";"He stopped smoking after ten years.";"Gerunds";"2024-08-07 09:08:26.969035"
980;"She likes stay at home.";"She likes staying at home.";"Gerunds";"2024-08-07 09:08:26.969035"
981;"I was responsible to manage people.";"I was responsible for managing people.";"Gerunds";"2024-08-07 09:08:26.969035"
982;"I prefer do that.";"I prefer doing that.
I prefer to do that.";"To + Infinitive
Gerunds";"2024-08-07 09:08:26.969035"
983;"I don't like complain.";"I don't like complaining.";"To + Infinitive
Gerunds";"2024-08-07 09:08:26.969035"
984;"Do you like do this?";"Do you like doing this?";"Gerunds";"2024-08-07 09:08:26.969035"
985;"Which place do you recommend to go?";"Which place do you recommend going to?";"Gerunds";"2024-08-07 09:08:26.969035"
986;"I like work with children.";"I like working with children.";"Gerunds";"2024-08-07 09:08:26.969035"
987;"This book makes you thinking about life.";"This book makes you think about life.";"Gerunds";"2024-08-07 09:08:26.969035"
988;"They like learn about other cultures.";"They like learning about other cultures.";"Gerunds";"2024-08-07 09:08:26.969035"
989;"It's about forgive people.";"It's about forgiving people.";"Gerunds";"2024-08-07 09:08:26.969035"
990;"You can drink it without know.";"You can drink it without knowing.";"Gerunds";"2024-08-07 09:08:26.969035"
991;"You can hiking.";"You can go hiking.
You can hike.";"Modals
Gerunds";"2024-08-07 09:08:26.969035"
992;"I miss go shopping there.";"I miss going shopping there.";"Gerunds";"2024-08-07 09:08:26.969035"
993;"I hate wait for people.";"I hate waiting for people.";"Gerunds";"2024-08-07 09:08:26.969035"
994;"I don't like wait for the bus.";"I don't like waiting for the bus.";"Gerunds";"2024-08-07 09:08:26.969035"
995;"I like take photos of nature.";"I like taking photos of nature.
I like to take photos of nature.";"To + Infinitive
Gerunds";"2024-08-07 09:08:26.969035"
996;"I would like to bowling.";"I would like to go bowling.";"Gerunds";"2024-08-07 09:08:26.969035"
997;"He told me he enjoyed to play football.";"He told me he enjoyed playing football.";"Gerunds";"2024-08-07 09:08:26.969035"
998;"I'm not used to wear these kinds of shoes.";"I'm not used to wearing these kinds of shoes.";"Gerunds";"2024-08-07 09:08:26.969035"
999;"My mom asked me what I was going to do after to live in Ireland.";"My mom asked me what I was going to do after living in Ireland.";"Gerunds";"2024-08-07 09:08:26.969035"
1000;"I told my parents that I was planning to move to Portugal after finish my classes.";"I told my parents that I was planning to move to Portugal after finishing my classes.";"Gerunds";"2024-08-07 09:08:26.969035"
1001;"I've gone seven months without anyone give me advice.";"I've gone seven months without anyone giving me advice.";"Gerunds";"2024-08-07 09:08:26.969035"
1002;"I like to watching the Olympic Games.";"I like watching the Olympic Games.";"To + Infinitive
Gerunds";"2024-08-07 09:08:26.969035"
1003;"I avoid to speak English when I'm tired.";"I avoid speaking English when I'm tired.";"Gerunds";"2024-08-07 09:08:26.969035"
1004;"They spend a lot of time play games.";"They spend a lot of time playing games.";"Gerunds";"2024-08-07 09:08:26.969035"
1005;"It was my last day there before go back to Brazil.";"It was my last day there before going back to Brazil.";"Gerunds";"2024-08-07 09:08:26.969035"
1006;"Eat is one of the most important things.";"Eating is one of the most important things.";"Gerunds";"2024-08-07 09:08:26.969035"
1007;"Win is important, but it's not everything.";"Winning is important, but it's not everything.";"Gerunds";"2024-08-07 09:08:26.969035"
1008;"You can jump without turn.";"You can jump without turning.";"Gerunds";"2024-08-07 09:08:26.969035"
1009;"Every time I see a horse, I feel like to give it a hug.";"Every time I see a horse, I feel like giving it a hug.";"Gerunds";"2024-08-07 09:08:26.969035"
1010;"I had used to see only a few together, but there were so many of them.";"I was used to seeing only a few together, but there were so many of them.";"Word Confusion
Gerunds";"2024-08-07 09:08:26.969035"
1011;"I'm thinking to go to Edinburgh.";"I'm thinking of going to Edinburgh.";"Prepositions
Gerunds";"2024-08-07 09:08:26.969035"
1012;"I dedicated a lot of time to get really good at my job.";"I dedicated a lot of time to getting really good at my job.";"Gerunds";"2024-08-07 09:08:26.969035"
1013;"After read the book, she changed her mind.";"After reading the book, she changed her mind.";"Gerunds";"2024-08-07 09:08:26.969035"
1014;"Even if all of Sao Paulo stopped to use water, it wouldn't make a difference.";"Even if all of Sao Paulo stopped using water, it wouldn't make a difference.";"Gerunds";"2024-08-07 09:08:26.969035"
1015;"Once you start, you can't stop to watch it.";"Once you start, you can't stop watching it.";"Gerunds";"2024-08-07 09:08:26.969035"
1016;"I'm not used to eat rice and beans.";"I'm not used to eating rice and beans.";"Gerunds";"2024-08-07 09:08:26.969035"
1017;"Minas Gerais is famous to produce good cheese.";"Minas Gerais is famous for producing good cheese.";"Prepositions
Gerunds";"2024-08-07 09:08:26.969035"
1018;"When I stopped to work there, I sent a message to the manager.";"When I stopped working there, I sent a message to the manager.";"Gerunds";"2024-08-07 09:08:26.969035"
1019;"People are used to take Tylenol.";"People are used to taking Tylenol.";"Gerunds";"2024-08-07 09:08:26.969035"
1020;"I've started cook more in Ireland.";"I've started cooking more in Ireland.
I've started to cook more in Ireland.";"To + Infinitive
Gerunds";"2024-08-07 09:08:26.969035"
1021;"If I can avoid to cook, I prefer not to.";"If I can avoid cooking, I prefer not to.";"Gerunds";"2024-08-07 09:08:26.969035"
1022;"I was having difficulty to breathe.";"I was having difficulty breathing.";"Gerunds";"2024-08-07 09:08:26.969035"
1023;"I'm having trouble to walk.";"I'm having trouble walking.";"Gerunds";"2024-08-07 09:08:26.969035"
1024;"I stopped to drink alcohol for a month.";"I stopped drinking alcohol for a month.";"Gerunds";"2024-08-07 09:08:26.969035"
1025;"Had you been taking any medications before to visit the doctor?";"Had you been taking any medications before visiting the doctor?";"Gerunds";"2024-08-07 09:08:26.969035"
1026;"People are getting more interested in speak foreign languages.";"People are getting more interested in speaking foreign languages.";"Gerunds";"2024-08-07 09:08:26.969035"
1027;"I always think about donate blood.";"I always think about donating blood.";"Gerunds";"2024-08-07 09:08:26.969035"
1028;"I started to thinking.";"I started thinking.
I started to think.";"To + Infinitive
Gerunds";"2024-08-07 09:08:26.969035"
1029;"You get used to do this.";"You get used to doing this.";"Gerunds";"2024-08-07 09:08:26.969035"
1030;"What are the consequences of caught cheating in Russia?";"What are the consequences of being caught cheating in Russia?";"Passive Voice
Gerunds";"2024-08-07 09:08:26.969035"
1031;"Do you ever think of be a model?";"Do you ever think about being a model?
Do you ever think of being a model?";"Gerunds";"2024-08-07 09:08:26.969035"
1032;"I like met with new people.";"I like meeting new people.
I like to meet new people.";"To + Infinitive
Gerunds";"2024-08-07 09:08:26.969035"
1033;"I like discover new places.";"I like discovering new places.
I like to discover new places.";"Gerunds";"2024-08-07 09:08:26.969035"
1034;"It started to being easy for me.";"It started being easy for me.
It started to be easy for me.";"To + Infinitive
Gerunds";"2024-08-07 09:08:26.969035"
1035;"I thought in move to Australia.";"I thought about moving to Australia.";"Prepositions
Gerunds";"2024-08-07 09:08:26.969035"
1036;"When I listen to music, I stop to think about my problems.";"When I listen to music, I stop thinking about my problems.";"Gerunds";"2024-08-07 09:08:26.969035"
1037;"The worst thing is spend a lot of time on public transport.";"The worst thing is spending a lot of time on public transport.";"Gerunds";"2024-08-07 09:08:26.969035"
1038;"I was thinking about we go to the cinema.";"I was thinking about going to the cinema.";"Gerunds";"2024-08-07 09:08:26.969035"
1039;"I prefer play team sports.";"I prefer playing team sports.
I prefer to play team sports.";"To + Infinitive
Gerunds";"2024-08-07 09:08:26.969035"
1040;"I was thinking about went to Australia.";"I was thinking about going to Australia.";"Gerunds";"2024-08-07 09:08:26.969035"
1041;"I'm afraid of spend too much money.";"I'm afraid of spending too much money.";"Gerunds";"2024-08-07 09:08:26.969035"
1042;"I'm thinking about go to Spain.";"I'm thinking about going to Spain.";"Gerunds";"2024-08-07 09:08:26.969035"
1043;"My hobby is play video games.";"My hobby is playing video games.";"Gerunds";"2024-08-07 09:08:26.969035"
1044;"If you're enjoying do this, it's a hobby.";"If you're enjoying doing this, it's a hobby.";"Gerunds";"2024-08-07 09:08:26.969035"
1045;"She gave up to work.";"She gave up working.";"Gerunds";"2024-08-07 09:08:26.969035"
1046;"Complain doesn't help you sove your problems.";"Complaining doesn't help you sove your problems.";"Gerunds";"2024-08-07 09:08:26.969035"
1047;"I don't remember to clean my room when I was a child.";"I don't remember cleaning my room when I was a child.";"Gerunds";"2024-08-07 09:08:26.969035"
1048;"It's not a city that people enjoy to live in.";"It's not a city that people enjoy living in.";"Gerunds";"2024-08-07 09:08:26.969035"
1049;"Before to come to Ireland, my phone was broken.";"Before coming to Ireland, my phone was broken.";"Gerunds";"2024-08-07 09:08:26.969035"
1050;"I like the iPhone because I'm used to use it.";"I like the iPhone because I'm used to using it.";"Gerunds";"2024-08-07 09:08:26.969035"
1051;"I'm afraid of forget my wallet.";"I'm afraid of forgetting my wallet.
I'm afraid to forget my wallet.";"To + Infinitive
Gerunds";"2024-08-07 09:08:26.969035"
1052;"I watched for eight hours without sleep.";"I watched for eight hours without sleeping.";"Gerunds";"2024-08-07 09:08:26.969035"
1053;"She went to Peru without let her parents know.";"She went to Peru without letting her parents know.";"Gerunds";"2024-08-07 09:08:26.969035"
1054;"She started to swimming.";"She started swimming.
She started to swim.";"To + Infinitive
Gerunds";"2024-08-07 09:08:26.969035"
1055;"You shouldn't look at screens before go to bed.";"You shouldn't look at screens before going to bed.";"Gerunds";"2024-08-07 09:08:26.969035"
1056;"Studying English wasn't that important to me when I was younger, but it ended up that it's a priority later in life.";"Studying English wasn't that important to me when I was younger, but it ended up being a priority later in life.";"Gerunds";"2024-08-07 09:08:26.969035"
1057;"I'd like to have a go at fly in a balloon.";"I'd like to have a go at flying in a balloon.";"Gerunds";"2024-08-07 09:08:26.969035"
1058;"Some people enjoy to learn languages.";"Some people enjoy learning languages.";"Gerunds";"2024-08-07 09:08:26.969035"
1059;"I have difficulty to say no.";"I have difficulty saying no.";"Gerunds";"2024-08-07 09:08:26.969035"
1060;"She checked her pulse before start the cardiac massage.";"She checked her pulse before starting the cardiac massage.";"Gerunds";"2024-08-07 09:08:26.969035"
1061;"Sharing the bathroom is harder than share the kitchen.";"Sharing the bathroom is harder than sharing the kitchen.";"Gerunds";"2024-08-07 09:08:26.969035"
1062;"After cook, what do you do?";"After cooking, what do you do?";"Gerunds";"2024-08-07 09:08:26.969035"
1063;"If I didn't arrive early, I couldn't found parking.";"If I didn't arrive early, I couldn't find parking.
If I hadn't arrived early, I couldn't have found parking.";"Conditionals";"2024-08-07 09:08:26.969035"
1064;"What will you do in your free time if you left your job?";"What will you do in your free time if you leave your job?
What would you do in your free time if you left your job?";"Conditionals";"2024-08-07 09:08:26.969035"
1065;"If I will have the opportunity, I would go.";"If I had the opportunity, I would go.
If I have the opportunity, I'll go.";"Conditionals";"2024-08-07 09:08:26.969035"
1066;"If I move to another country, I would be healthier.";"If I move to another country, I'll be healthier.
If I moved to another country, I would be healthier.";"Conditionals";"2024-08-07 09:08:26.969035"
1067;"If it was me, I don't do that.";"If it was me, I wouldn't do that.
If it were me, I wouldn't do that.";"Conditionals";"2024-08-07 09:08:26.969035"
1068;"If you can choose one place to go, what's your first choice?";"If you could choose one place to go, what would be your first choice?
If you could choose one place to go, what would your first choice be?";"Conditionals";"2024-08-07 09:08:26.969035"
1069;"Without food, we don't have culture.";"Without food, we wouldn't have culture.";"Conditionals";"2024-08-07 09:08:26.969035"
1070;"If I will renew, I have to pay again.";"If I renew, I have to pay again.
If I renew, I'll have to pay again.";"Conditionals";"2024-08-07 09:08:26.969035"
1071;"If someone put my family at risk, I don't think twice about it.";"If someone put my family at risk, I wouldn't think twice about it.
If someone puts my family at risk, I don't/won't think twice about it.";"Conditionals";"2024-08-07 09:08:26.969035"
1072;"If I don't cheat in college, I don't graduate.";"If I didn't cheat in college, I wouldn't graduate.
If I don't cheat in college, I won't graduate.
If I hadn't cheated in college, I wouldn't have graduated.";"Conditionals";"2024-08-07 09:08:26.969035"
1073;"If I would be a businessman, it would be possible to work four hours per day.";"If I were a businessman, it would be possible to work four hours per day.";"Conditionals";"2024-08-07 09:08:26.969035"
1074;"If I am rich, my life is easier.";"If I were rich, my life would be easier.";"Conditionals";"2024-08-07 09:08:26.969035"
1075;"If I will stay in Ireland, I'll move to another flat.";"If I stay in Ireland, I'll move to another flat.";"Conditionals";"2024-08-07 09:08:26.969035"
1076;"Probably I will move if I found something else.";"I would probably move if I found something else.
I'll probably move if I find something else.";"Conditionals";"2024-08-07 09:08:26.969035"
1077;"If I had the power of teleportation, I could travel anywhere I want.";"If I had the power of teleportation, I could travel anywhere I wanted.";"Conditionals";"2024-08-07 09:08:26.969035"
1078;"If I were invisible, I could rob a bank, but I probably won't have the courage.";"If I were invisible, I could rob a bank, but I probably wouldn't have the courage.";"Conditionals";"2024-08-07 09:08:26.969035"
1079;"It's the most fast means of transport.";"It's the fastest means of transport.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1080;"Sao Paulo has the most big exhibitions.";"Sao Paulo has the biggest exhibitions.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1081;"She's the person in my family that I'm more close to.";"She's the person in my family that I'm closest to.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1082;"It will get more easier.";"It will get easier.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1083;"If I moved to another country, I would be more healthy.";"If I moved to another country, I would be healthier.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1084;"It's so safe than Ireland.";"It's much safer than Ireland.
It's so much safer than Ireland.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1085;"Ireland is more safe than Brazil.";"Ireland is safer than Brazil.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1086;"It's more hard.";"It's harder.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1087;"When I'm more happy, I listen to Brazilian funk.";"When I'm happier, I listen to Brazilian funk.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1088;"River fish are the best than fish from the ocean.";"River fish are better than fish from the ocean.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1089;"The taste is more strong.";"The taste is stronger.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1090;"When I was a child, I was more good at sports.";"When I was a child, I was better at sports.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1091;"It's very more expensive.";"It's a lot more expensive.
It's much more expensive.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1092;"The more important is understanding people.";"The most important thing is understanding people.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1093;"It's more practical and more safe.";"It's more practical and safer.
It's safer and more practical.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1094;"It's more deeper.";"It's deeper.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1095;"Sometimes I'm more slowly.";"Sometimes I go more slowly.
Sometimes I'm slower.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1096;"It's so faster.";"It's much faster.
It's so much faster.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1097;"I lived in a neighbourhood more safe.";"I lived in a safer neighbourhood.";"Word Order
Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1098;"I'd like to be more close to my father.";"I'd like to be closer to my father.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1099;"You'll get there more fast with help.";"You'll get there faster with help.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1100;"To learn a language, you have to start very younger.";"To learn a language, you have to start much younger.
To learn a language, you have to start very young.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1101;"Blockbuster used to be the bigger company.";"Blockbuster used to be the biggest company.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1102;"Most of people didn't pay.";"Most of the people didn't pay.
Most people didn't pay.";"Quantifiers / Nouns
Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1103;"It's more healthier than meat.";"It's healthier than meat.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1104;"In Brazil they're not so conscious of the environment like here.";"In Brazil they're not as conscious of the environment as here.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1105;"Is it more cold than Ireland?";"Is it colder than Ireland?";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1106;"It's more expensive, but it's more easy.";"It's more expensive, but it's easier.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1107;"It's not that much dangerous as Brazil.";"It's not as dangerous as Brazil.";"Quantifiers / Nouns
Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1108;"Back then it wasn't too expensive like now.";"Back then it wasn't as expensive as it is now.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1109;"It's so cheaper.";"It's much cheaper.
It's so much cheaper.";"Quantifiers / Nouns
Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1110;"If you're the first-born child, you're the older.";"If you're the first-born child, you're the oldest.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1111;"Testing on animals is more better than testing on humans.";"Testing on animals is better than testing on humans.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1112;"He didn't spend a lot of money like her.";"He didn't spend as much money as her.";"Prepositions
Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1113;"Here is more safe than in Brazil.";"Here it's safer than in Brazil.
It's safer here than in Brazil.";"It / Pronouns
Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1114;"It's more easy to buy euros now.";"It's easier to buy euros now.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1115;"It's really easier for us.";"It's a lot easier for us.
It's much easier for us.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1116;"It's more easy to dance in high heels than to walk.";"It's easier to dance in high heels than to walk.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1117;"If you're more close to the person, you have to give a bigger gift.";"If you're closer to the person, you have to give a bigger gift.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1118;"You need to do your better.";"You need to do your best.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1119;"I'd like to visit more countries as possible.";"I'd like to visit as many countries as possible.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1120;"It's really better.";"It's much better.";"Comparatives and Superlatives";"2024-08-07 09:08:26.969035"
1121;"I was at my friend's house to have dinner and plan one trip.";"I was at my friend's house to have dinner and plan a trip.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1122;"I played handball when I was in the school.";"I played handball when I was in school.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1123;"It's quite safe place.";"It's quite a safe place.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1124;"Everyone watches the movies in English.";"Everyone watches movies in English.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1125;"The people change during their lives.";"People change during their lives.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1126;"We can do the both.";"We can do both.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1127;"The people are living longer than in the past.";"People are living longer than in the past.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1128;"If I moved the country, I would be healthier.";"If I moved country, I would be healthier.
If I moved to another country, I would be healthier.
If I moved to the country, I would be healthier.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1129;"She was a first woman to get a doctoral degree.";"She was the first woman to get a doctoral degree.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1130;"A long time ago, the cars didn't have keys.";"A long time ago, cars didn't have keys.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1131;"People think the men are better.";"People think men are better.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1132;"It was a giant step for the medicine.";"It was a giant step for medicine.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1133;"It's about one man and one woman.";"It's about a man and a woman.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1134;"I worked all the weekend.";"I worked all weekend.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1135;"The most of my friends are Brazilian.";"Most of my friends are Brazilian.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1136;"Sometimes the people use their influence.";"Sometimes people use their influence.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1137;"I met one guy at the pub last night.";"I met a guy at the pub last night.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1138;"The children are the future of the world.";"Children are the future of the world.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1139;"It's one crime.";"It's a crime.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1140;"The most part of people here are Brazilian.";"Most of the people here are Brazilian.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1141;"It's important for the children to use social media.";"It's important for children to use social media.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1142;"You need to take one exam.";"You need to take an exam.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1143;"Two years ago, the government approved one law.";"Two years ago, the government approved a law.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1144;"I'm a little afraid of the water.";"I'm a little afraid of water.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1145;"I have a fear of the heights.";"I have a fear of heights.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1146;"It's not same.";"It's not the same.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1147;"I spent all the weekend in the bed.";"I spent all weekend in bed.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1148;"I went to one bakery to ask for one coffee.";"I went to a bakery to ask for a coffee.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1149;"You receive one message and you keep it with you.";"You receive a message and you keep it with you.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1150;"I hate when the people aren't polite.";"I hate when people aren't polite.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1151;"It might be old house.";"It might be an old house.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1152;"It depends on sport.";"It depends on the sport.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1153;"The people usually believe the false information.";"People usually believe false information.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1154;"I don't like the sports very much.";"I don't like sports very much.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1155;"When I was child I was better at sports.";"When I was a child I was better at sports.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1156;"I'm working as waitress.";"I'm working as a waitress.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1157;"You can spend all the day there.";"You can spend all day there.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1158;"I played football when I was in the college.";"I played football when I was in college.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1159;"I'm planning to do a work on my house.";"I'm planning to do some work on my house.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1160;"Nowadays, the information is the most important thing.";"Nowadays, information is the most important thing.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1161;"Money is important part of our lives.";"Money is an important part of our lives.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1162;"There's a flag on the top of the building.";"There's a flag on top of the building.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1163;"With the time, you can feel more confident.";"With time, you can feel more confident.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1164;"I get angry when the people tell me what to do.";"I get angry when people tell me what to do.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1165;"My parents made me go to the church.";"My parents made me go to church.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1166;"I'm so bad with the dates.";"I'm so bad with dates.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1167;"It's free for all the Brazilians.";"It's free for all Brazilians.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1168;"It's so easy job.";"It's such an easy job.";"Word Confusion
Quantifiers / Nouns
Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1169;"I had so hard time.";"I had such a hard time.";"Word Confusion
Quantifiers / Nouns
Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1170;"If you have had a bad luck, you always expect the bad things to happen.";"If you have had bad luck, you always expect bad things to happen.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1171;"The life in Cork can be good.";"Life in Cork can be good.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1172;"The most of people in Ireland are lovely.";"Most of the people in Ireland are lovely.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1173;"The life is not so simple.";"Life is not so simple.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
